Volcano_Number,Volcano_Name,Eruption_Number,Eruption_Category,Area_of_Activity,VEI,VEI_Modifier,Start_Year_Modifier,Start_Year,Start_Year_Uncertainty,Start_Month,Start_Day_Modifier,Start_Day,Start_Day_Uncertainty,Evidence_Method_(dating),End_Year_Modifier,End_Year,End_Year_Uncertainty,End_Month,End_Day_Modifier,End_Day,End_Day_Uncertainty,Latitude,Longitude,cluster,startdate,type
343100,San Miguel,10852,Confirmed Eruption,,2,,,1929,,8,,1,,Historical Observations,,,,,,,,13.434,-88.269,14,1929-08-01,0
344120,Concepcion,11055,Confirmed Eruption,,2,,,1929,,8,,1,,Historical Observations,,1929,,10,,0,,11.538,-85.622,14,1929-08-01,0
211060,Etna,13514,Confirmed Eruption,NE Crater,1,,,1929,,8,,2,,Historical Observations,,,,,,,,37.734,15.004,9,1929-08-02,0
263310,Tengger Caldera,16053,Confirmed Eruption,Bromo,2,,,1929,,8,,7,,Historical Observations,,1929,,9,,8,,-7.942,112.95,10,1929-08-07,0
283260,Akita-Yakeyama,18083,Confirmed Eruption,,2,,,1929,,9,,1,,Historical Observations,,,,,,,,39.964,140.757,7,1929-09-01,0
300070,Gorely,19018,Confirmed Eruption,,3,,,1929,,9,,1,,Historical Observations,,1930,,4,,0,,52.559,158.03,7,1929-09-01,0
360120,Pelee,12431,Confirmed Eruption,,3,,,1929,,9,,16,,Historical Observations,,1932,,12,,1,30,14.809,-61.165,14,1929-09-16,0
283110,Asamayama,17784,Confirmed Eruption,,2,,,1929,,9,,18,,Historical Observations,,1929,,11,,15,,36.406,138.523,7,1929-09-18,0
357110,Llaima,12049,Confirmed Eruption,,2,,,1929,,12,,1,,Historical Observations,,,,,,,,-38.692,-71.729,3,1929-12-01,0
311260,Kagamil,19821,Confirmed Eruption,,,,,1929,,12,,1,,Historical Observations,,,,,,,,52.974,-169.72,5,1929-12-01,0
233020,Fournaise  Piton de la,14327,Confirmed Eruption,,2,,,1929,,12,,23,,Historical Observations,,1929,,12,,31,,-21.244,55.708,2,1929-12-23,0
357120,Villarrica,12150,Confirmed Eruption,,1,,,1929,,12,,27,,Historical Observations,,,,,,,,-39.42,-71.93,3,1929-12-27,0
343100,San Miguel,10710,Confirmed Eruption,,2,,,1930,,1,,26,5,Historical Observations,,,,,,,,13.434,-88.269,14,1930-01-26,0
300270,Sheveluch,19577,Confirmed Eruption,,1,,,1930,,2,,1,30,Historical Observations,,,,,,,,56.653,161.36,7,1930-02-01,0
267020,Karangetang,16509,Confirmed Eruption,Crater IV,2,,,1930,,2,,4,,Historical Observations,,1930,,2,,6,,2.78,125.4,6,1930-02-04,0
290240,Sarychev Peak,18810,Confirmed Eruption,,3,,,1930,,2,,13,,Historical Observations,,1930,,2,,13,,48.092,153.2,7,1930-02-13,0
283070,Yakedake,17518,Confirmed Eruption,Inkyo-ko,2,,,1930,,3,,13,,Historical Observations,,1930,,5,?,11,,36.227,137.587,7,1930-03-13,0
241040,White Island,14474,Confirmed Eruption,,2,,,1930,,3,,16,,Historical Observations,,,,,,,,-37.52,177.18,11,1930-03-16,0
343030,Izalco,10815,Confirmed Eruption,Outer slope of eastern summit crater,0,,,1930,,4,,1,,Historical Observations,,,,,,,,13.813,-89.633,14,1930-04-01,0
263180,Slamet,15746,Confirmed Eruption,,2,,,1930,,4,,2,,Historical Observations,,1930,,4,,13,,-7.242,109.208,10,1930-04-02,0
261140,Marapi,15454,Confirmed Eruption,,2,?,,1930,,4,<,9,,Historical Observations,,1930,,12,,7,,-0.381,100.473,10,1930-04-09,0
283110,Asamayama,17785,Confirmed Eruption,,2,,,1930,,4,,18,,Historical Observations,,1930,,10,,17,,36.406,138.523,7,1930-04-18,0
233020,Fournaise  Piton de la,14328,Confirmed Eruption,,0,,,1930,,5,,23,,Historical Observations,,1930,,5,,24,,-21.244,55.708,2,1930-05-23,0
263310,Tengger Caldera,16054,Confirmed Eruption,Bromo,2,,,1930,,5,,30,,Historical Observations,,1930,,7,,0,,-7.942,112.95,10,1930-05-30,0
312070,Veniaminof,20162,Confirmed Eruption,Western intracaldera cone,2,,,1930,,6,,1,,Historical Observations,,,,,,,,56.17,-159.38,5,1930-06-01,0
357110,Llaima,12050,Confirmed Eruption,,2,,,1930,,7,,6,,Historical Observations,,1930,,8,,20,,-38.692,-71.729,3,1930-07-06,0
266100,Lokon-Empung,13750,Confirmed Eruption,Tompaluan,2,,,1930,,8,,1,,Historical Observations,,,,,,,,1.358,124.792,6,1930-08-01,0
300070,Gorely,19019,Confirmed Eruption,,3,,,1930,,9,,1,,Historical Observations,,1931,,1,,17,,52.559,158.03,7,1930-09-01,0
282110,Asosan,17302,Confirmed Eruption,Naka-dake,2,,,1930,,9,,3,,Historical Observations,,1930,,9,,6,,32.884,131.104,8,1930-09-03,0
345060,Irazu,11224,Confirmed Eruption,,2,,,1930,,10,,1,,Historical Observations,,,,,,,,9.979,-83.852,14,1930-10-01,0
211060,Etna,13515,Confirmed Eruption,NE Crater,1,,,1930,,11,,1,,Historical Observations,,,,,,,,37.734,15.004,9,1930-11-01,0
267020,Karangetang,16510,Confirmed Eruption,,2,,,1930,,11,?,1,,Historical Observations,,,,,,,,2.78,125.4,6,1930-11-01,0
332010,Kilauea,10085,Confirmed Eruption,Halemaumau,0,,,1930,,11,,19,,Historical Observations,,1930,,12,,7,,19.421,-155.287,5,1930-11-19,0
263250,Merapi,15902,Confirmed Eruption,,3,,,1930,,11,,25,,Historical Observations,,1931,,9,,0,,-7.542,110.442,10,1930-11-25,0
267040,Awu,16566,Confirmed Eruption,,2,,,1930,,12,,1,,Historical Observations,,1931,,12,,0,,3.67,125.5,6,1930-12-01,0
233020,Fournaise  Piton de la,14329,Confirmed Eruption,Summit  NE flank (Cratère Haug),2,,,1931,,1,,22,,Historical Observations,,1931,,8,,26,5,-21.244,55.708,2,1931-01-22,0
241080,Tongariro,14579,Confirmed Eruption,Ngauruhoe,2,,,1931,,2,,1,,Historical Observations,,1931,,5,,0,,-39.157,175.632,11,1931-02-01,0
343100,San Miguel,10853,Confirmed Eruption,,2,,,1931,,3,,1,,Historical Observations,,1931,,6,,0,,13.434,-88.269,14,1931-03-01,0
300240,Tolbachik,19300,Confirmed Eruption,,2,,,1931,,3,,4,,Historical Observations,,1932,,0,,0,,55.832,160.326,7,1931-03-04,0
311290,Okmok,19841,Confirmed Eruption,Cone A?,2,,,1931,,3,,21,,Historical Observations,,1931,,5,>,13,,53.43,-168.13,5,1931-03-21,0
300260,Klyuchevskoy,19203,Confirmed Eruption,,4,,,1931,,3,,25,,Historical Observations,,1931,,3,,27,,56.056,160.642,7,1931-03-25,0
283070,Yakedake,17519,Confirmed Eruption,,2,,,1931,,3,,26,,Historical Observations,,1931,,6,,24,,36.227,137.587,7,1931-03-26,0
343030,Izalco,10816,Confirmed Eruption,,2,,,1931,,3,,31,90,Historical Observations,,,,,,,,13.813,-89.633,14,1931-03-31,0
283110,Asamayama,17786,Confirmed Eruption,,3,,,1931,,3,,31,,Historical Observations,,1932,,9,,21,,36.406,138.523,7,1931-03-31,0
282050,Kuchinoerabujima,16969,Confirmed Eruption,SW flank of Shin-take,3,?,,1931,,4,,2,,Historical Observations,,1931,,6,,22,,30.443,130.217,8,1931-04-02,0
312090,Aniakchak,20192,Confirmed Eruption,West and SW caldera floor,4,,,1931,,5,,1,,Historical Observations,,1931,,6,>,13,,56.88,-158.17,5,1931-05-01,0
300070,Gorely,19020,Confirmed Eruption,,2,,,1931,,5,,1,,Historical Observations,,1931,,7,,15,45,52.559,158.03,7,1931-05-01,0
311320,Akutan,20016,Confirmed Eruption,,2,,,1931,,5,,1,,Historical Observations,,1931,,8,,0,,54.134,-165.986,5,1931-05-01,0
285050,Tokachidake,18650,Confirmed Eruption,,1,,,1931,,5,,16,,Historical Observations,,1931,,5,,16,,43.418,142.686,7,1931-05-16,0
211060,Etna,13516,Confirmed Eruption,Central Crater  NE Crater,2,,,1931,,7,,26,5,Historical Observations,,1933,,9,,0,,37.734,15.004,9,1931-07-26,0
300260,Klyuchevskoy,14028,Confirmed Eruption,,2,,,1931,,8,,1,,Historical Observations,,1931,,9,,0,,56.056,160.642,7,1931-08-01,0
290300,Kharimkotan,17620,Confirmed Eruption,Severgin,1,,,1931,,9,,1,,Historical Observations,,,,,,,,49.12,154.508,7,1931-09-01,0
262000,Krakatau,15591,Confirmed Eruption,Anak Krakatau,2,,,1931,,9,,23,,Historical Observations,,1932,,2,,17,,-6.102,105.423,10,1931-09-23,0
285040,Shikotsu,17612,Confirmed Eruption,Tarumai,1,,,1931,,10,,11,,Historical Observations,,1931,,10,,24,,42.688,141.38,7,1931-10-11,0
311300,Bogoslof,19861,Confirmed Eruption,1926-1927 dome,1,,,1931,,10,,31,,Historical Observations,,,,,,,,53.93,-168.03,5,1931-10-31,0
332010,Kilauea,10086,Confirmed Eruption,Halemaumau,0,,,1931,,12,,23,,Historical Observations,,1932,,1,,5,,19.421,-155.287,5,1931-12-23,0
311240,Cleveland,19804,Confirmed Eruption,,,,,1932,,1,,1,,Historical Observations,,,,,,,,52.825,-169.944,5,1932-01-01,0
342090,Fuego,10716,Confirmed Eruption,,4,,,1932,,1,,21,,Historical Observations,,1932,,1,,22,,14.473,-90.88,14,1932-01-21,0
300260,Klyuchevskoy,19435,Confirmed Eruption,NE flank (Kirgurich  Tuyla  Biokos),2,,,1932,,1,,25,,Historical Observations,,1932,,12,,26,5,56.056,160.642,7,1932-01-25,0
311360,Shishaldin,20078,Confirmed Eruption,,2,,,1932,,2,,1,,Historical Observations,,1932,,5,,21,,54.756,-163.97,5,1932-02-01,0
283070,Yakedake,17520,Confirmed Eruption,,2,,,1932,,2,,6,,Historical Observations,,1932,,2,,6,,36.227,137.587,7,1932-02-06,0
357110,Llaima,12051,Confirmed Eruption,,2,?,,1932,,3,,2,,Historical Observations,,1932,,3,,2,,-38.692,-71.729,3,1932-03-02,0
265060,Nila,16380,Confirmed Eruption,SE flank,2,,,1932,,3,,13,,Historical Observations,,,,,,,,-6.73,129.5,6,1932-03-13,0
264180,Lewotobi,16291,Confirmed Eruption,Lewotobi Lakilaki,3,,,1932,,5,,23,,Historical Observations,,1933,,12,,26,5,-8.542,122.775,6,1932-05-23,0
300130,Karymsky,19167,Confirmed Eruption,,2,,,1932,,6,,1,,Historical Observations,,,,,,,,54.049,159.443,7,1932-06-01,0
282110,Asosan,17304,Confirmed Eruption,Naka-dake,2,,,1932,,6,,1,,Historical Observations,,1933,,9,,28,,32.884,131.104,8,1932-06-01,0
211040,Stromboli,13431,Confirmed Eruption,,2,,,1932,,6,,3,,Historical Observations,,1932,,6,,3,,38.789,15.213,9,1932-06-03,0
357050,Descabezado Grande,11948,Confirmed Eruption,Upper NNE slope,3,,,1932,,6,,5,5,Historical Observations,,1933,,0,,0,,-35.58,-70.75,3,1932-06-05,0
263180,Slamet,15747,Confirmed Eruption,,2,,,1932,,7,,1,,Historical Observations,,1932,,9,,10,,-7.242,109.208,10,1932-07-01,0
283230,Akita-Komagatake,18052,Confirmed Eruption,Ishibora (south flank of Me-dake),2,,,1932,,7,,21,,Historical Observations,,1932,,7,,24,,39.761,140.799,7,1932-07-21,0
284140,Farallon de Pajaros,18485,Confirmed Eruption,Summit  east side ?,2,,,1932,,9,,7,,Historical Observations,,1932,,10,,7,,20.538,144.896,1,1932-09-07,0
283120,Kusatsu-Shiranesan,17832,Confirmed Eruption,NE part of Yu-gama  SE outer rim,3,,,1932,,10,,1,,Historical Observations,,1932,,11,,0,,36.618,138.528,7,1932-10-01,0
351080,Galeras,11365,Confirmed Eruption,,2,,,1932,,10,,10,,Historical Observations,,,,,,,,1.22,-77.37,14,1932-10-10,0
263250,Merapi,15903,Confirmed Eruption,,1,,,1932,,11,,1,,Historical Observations,,,,,,,,-7.542,110.442,10,1932-11-01,0
233020,Fournaise  Piton de la,14330,Confirmed Eruption,,,,,1932,,11,,1,,Historical Observations,,1932,,11,,0,,-21.244,55.708,2,1932-11-01,0
268060,Gamalama,16663,Confirmed Eruption,,2,,,1932,,11,,10,,Historical Observations,,1932,,11,,13,,0.8,127.33,6,1932-11-10,0
262000,Krakatau,15592,Confirmed Eruption,Anak Krakatau,3,,,1932,,11,,14,,Historical Observations,,1934,,6,,9,,-6.102,105.423,10,1932-11-14,0
272020,Kanlaon,16731,Confirmed Eruption,,2,,,1932,,12,,1,,Historical Observations,,1933,,1,,0,,10.412,123.132,6,1932-12-01,0
243010,Unnamed,14725,Confirmed Eruption,,0,,,1932,,12,,1,30,Historical Observations,,,,,,,,-21.38,-175.65,11,1932-12-01,0
357110,Llaima,12052,Confirmed Eruption,,3,,,1932,,12,,31,,Historical Observations,,1933,,1,,5,,-38.692,-71.729,3,1932-12-31,0
357100,Lonquimay,12014,Confirmed Eruption,,2,,,1933,,1,,4,,Historical Observations,,,,,,,,-38.377,-71.58,3,1933-01-04,0
357120,Villarrica,12151,Confirmed Eruption,,2,,,1933,,1,,5,,Historical Observations,,1933,,1,,18,12,-39.42,-71.93,3,1933-01-05,0
290300,Kharimkotan,17621,Confirmed Eruption,Severgin,5,,,1933,,1,,8,,Historical Observations,,1933,,4,>,14,,49.12,154.508,7,1933-01-08,0
283110,Asamayama,17787,Confirmed Eruption,,2,,,1933,,1,,9,,Historical Observations,,1933,,8,,3,,36.406,138.523,7,1933-01-09,0
341090,Popocatepetl,10547,Confirmed Eruption,,1,,,1933,,1,,23,,Historical Observations,,,,,,,,19.023,-98.622,0,1933-01-23,0
358060,Lautaro,12316,Confirmed Eruption,,2,?,,1933,,2,,1,,Historical Observations,,,,,,,,-49.02,-73.55,3,1933-02-01,0
345060,Irazu,11225,Confirmed Eruption,,2,,,1933,,3,?,22,,Historical Observations,,1933,,7,,25,,9.979,-83.852,14,1933-03-22,0
243050,Falcon Island,14741,Confirmed Eruption,,2,,,1933,,4,,1,,Historical Observations,,,,,,,,-20.32,-175.42,11,1933-04-01,0
241040,White Island,14387,Confirmed Eruption,Foot of crater ridge (1933 crater),3,,,1933,,4,,2,,Historical Observations,,,,,,,,-37.52,177.18,11,1933-04-02,0
263180,Slamet,15748,Confirmed Eruption,,1,?,,1933,,5,,12,,Historical Observations,,1933,,5,,13,,-7.242,109.208,10,1933-05-12,0
233020,Fournaise  Piton de la,14331,Confirmed Eruption,Dolomieu  upper and SE flanks,2,,,1933,,6,,7,,Historical Observations,,1934,,4,,1,,-21.244,55.708,2,1933-06-07,0
275001,Hainan Dao,16895,Confirmed Eruption,Nansheling ridge,,,,1933,,6,,26,4,Historical Observations,,1933,,7,>,8,,19.7,110.1,8,1933-06-26,0
252080,Witori,15026,Confirmed Eruption,Pago,2,,,1933,,7,?,1,,Historical Observations,,1933,,8,?,0,,-5.576,150.516,11,1933-07-01,0
261270,Suoh,15579,Confirmed Eruption,Pematang Bata,4,,,1933,,7,,10,,Historical Observations,,1933,,8,,5,,-5.25,104.27,10,1933-07-10,0
268010,Dukono,16577,Confirmed Eruption,Malupang Magiwe and Malupang Warirang,3,,,1933,,8,,13,,Historical Observations,>,2016,,5,,26,,1.693,127.894,6,1933-08-13,0
300130,Karymsky,19168,Confirmed Eruption,,2,,,1933,,9,,1,,Historical Observations,,1933,,10,,0,,54.049,159.443,7,1933-09-01,0
263250,Merapi,15904,Confirmed Eruption,,2,,,1933,,10,,1,,Historical Observations,,1935,,4,,0,,-7.542,110.442,10,1933-10-01,0
355100,Lascar,11855,Confirmed Eruption,,2,,,1933,,10,,9,,Historical Observations,,1933,,12,,0,,-23.37,-67.73,3,1933-10-09,0
284010,Izu-Oshima,18215,Confirmed Eruption,Mihara-yama,0,,,1933,,10,,14,,Historical Observations,,1933,,11,,0,,34.724,139.394,7,1933-10-14,0
311120,Great Sitkin,19733,Confirmed Eruption,,2,,,1933,,11,,1,,Historical Observations,,,,,,,,52.076,-176.13,5,1933-11-01,0
268060,Gamalama,16664,Confirmed Eruption,,2,,,1933,,11,,12,,Historical Observations,,,,,,,,0.8,127.33,6,1933-11-12,0
290390,Alaid,18884,Confirmed Eruption,East submarine flank (Taketomi),2,,,1933,,11,,13,,Historical Observations,,1934,,8,,0,,50.861,155.565,7,1933-11-13,0
263340,Raung,13685,Confirmed Eruption,,2,,,1933,,11,,21,,Historical Observations,,1933,,12,,6,,-8.119,114.056,6,1933-11-21,0
373010,Grimsvotn,12827,Confirmed Eruption,North of GrÕmsv_tn caldera,1,,,1933,,11,,29,1,Historical Observations,,1933,,12,,9,1,64.416,-17.316,9,1933-11-29,0
343030,Izalco,10817,Confirmed Eruption,,2,,,1933,,11,,30,,Historical Observations,,1934,,1,>,12,,13.813,-89.633,14,1933-11-30,0
285040,Shikotsu,17613,Confirmed Eruption,Tarumai (east-west summit fissure),2,,,1933,,12,,1,,Historical Observations,,1933,,12,,14,,42.688,141.38,7,1933-12-01,0
332020,Mauna Loa,10219,Confirmed Eruption,Mokuaweoweo,0,,,1933,,12,,2,,Historical Observations,,1933,,12,,18,,19.475,-155.608,5,1933-12-02,0
282050,Kuchinoerabujima,16971,Confirmed Eruption,Shin-take,4,?,,1933,,12,,23,,Historical Observations,,1934,,1,,12,,30.443,130.217,8,1933-12-23,0
273010,Bulusan,16763,Confirmed Eruption,,2,,,1933,,12,,25,,Historical Observations,,,,,,,,12.77,124.05,6,1933-12-25,0
344040,Telica,10913,Confirmed Eruption,,2,,,1934,,1,,1,,Historical Observations,,,,,,,,12.602,-86.845,14,1934-01-01,0
211060,Etna,13517,Confirmed Eruption,NE Crater,1,,,1934,,1,,5,,Historical Observations,,1934,,3,,0,,37.734,15.004,9,1934-01-05,0
283110,Asamayama,17788,Confirmed Eruption,,1,,,1934,,1,,9,,Historical Observations,,1934,,2,,11,,36.406,138.523,7,1934-01-09,0
357070,Chillàn  Nevados de,11985,Confirmed Eruption,Volcàn Nuevo,2,?,,1934,,1,,17,,Historical Observations,,,,,,,,-36.863,-71.377,3,1934-01-17,0
261230,Dempo,15565,Confirmed Eruption,,2,,,1934,,1,,24,,Historical Observations,,1934,,4,,25,,-4.03,103.13,10,1934-01-24,0
211040,Stromboli,13435,Confirmed Eruption,Summit craters and Sciara del Fuoco,2,,,1934,,2,,2,,Historical Observations,>,2015,,4,,10,,38.789,15.213,9,1934-02-02,0
357150,Puyehue-Cordon Caulle,12214,Confirmed Eruption,CordÑn Caulle,2,,,1934,,3,,6,,Historical Observations,,,,,,,,-40.59,-72.117,3,1934-03-06,0
373010,Grimsvotn,12828,Confirmed Eruption,Near south caldera wall,2,,,1934,,3,,30,,Historical Observations,,1934,,4,,7,,64.416,-17.316,9,1934-03-30,0
284010,Izu-Oshima,18216,Confirmed Eruption,Mihara-yama,0,,,1934,,4,,15,,Historical Observations,,1934,,4,?,25,,34.724,139.394,7,1934-04-15,0
284070,Myojinsho,18314,Confirmed Eruption,9 km E of Bayonnaise Rocks,0,,,1934,,5,,1,,Historical Observations,,,,,,,,31.888,139.918,7,1934-05-01,0
241080,Tongariro,14580,Confirmed Eruption,Ngauruhoe,2,,,1934,,6,,1,,Historical Observations,,,,,,,,-39.157,175.632,11,1934-06-01,0
283110,Asamayama,17789,Confirmed Eruption,,1,,,1934,,6,,1,,Historical Observations,,1934,,6,,0,,36.406,138.523,7,1934-06-01,0
264270,Sirung,16357,Confirmed Eruption,,2,,,1934,,6,,14,,Historical Observations,,1934,,7,,15,5,-8.508,124.13,6,1934-06-14,0
284140,Farallon de Pajaros,18486,Confirmed Eruption,Immediately south of Uracas,0,,,1934,,7,,15,45,Historical Observations,,,,,,,,20.538,144.896,1,1934-07-15,0
282110,Asosan,17305,Confirmed Eruption,Naka-dake,2,,,1934,,7,,16,,Historical Observations,,,,,,,,32.884,131.104,8,1934-07-16,0
352090,Sangay,11648,Confirmed Eruption,,3,,,1934,,8,,8,,Historical Observations,>,2016,,5,,31,,-2.005,-78.341,14,1934-08-08,0
241100,Ruapehu,14618,Confirmed Eruption,,2,,,1934,,8,,11,,Historical Observations,,,,,,,,-39.28,175.57,11,1934-08-11,0
332010,Kilauea,10087,Confirmed Eruption,Halemaumau,0,,,1934,,9,,6,,Historical Observations,,1934,,10,,8,,19.421,-155.287,5,1934-09-06,0
282060,Kikai,16995,Confirmed Eruption,2 km east of Tokara-Iwo-Jima,2,,,1934,,9,,19,,Historical Observations,,1935,,8,?,0,,30.789,130.308,8,1934-09-19,0
290380,Ebeko,18868,Confirmed Eruption,Sredniy crater,2,,,1934,,10,,4,,Historical Observations,,1935,,10,,15,45,50.686,156.014,7,1934-10-04,0
300130,Karymsky,19169,Confirmed Eruption,,2,,,1934,,11,,1,,Historical Observations,,1935,,2,,0,,54.049,159.443,7,1934-11-01,0
283110,Asamayama,17790,Confirmed Eruption,,3,,,1934,,11,,13,,Historical Observations,,1937,,7,,0,,36.406,138.523,7,1934-11-13,0
241080,Tongariro,14581,Confirmed Eruption,Ngauruhoe,2,,,1934,,12,,1,,Historical Observations,,1935,,2,,0,,-39.157,175.632,11,1934-12-01,0
241100,Ruapehu,14619,Confirmed Eruption,,2,,,1934,,12,,1,,Historical Observations,,1935,,2,,0,,-39.28,175.57,11,1934-12-01,0
373010,Grimsvotn,12829,Confirmed Eruption,Volcano Uncertain: Vatnaj_kull,,,,1934,,12,,21,,,,1934,,12,,26,,64.416,-17.316,9,1934-12-21,0
262000,Krakatau,15593,Confirmed Eruption,Anak Krakatau,2,,,1935,,1,,4,,Historical Observations,,1935,,7,,12,,-6.102,105.423,10,1935-01-04,0
282110,Asosan,17306,Confirmed Eruption,Naka-dake,2,,,1935,,1,,7,,Historical Observations,,1935,,10,,8,,32.884,131.104,8,1935-01-07,0
263050,Salak,15646,Confirmed Eruption,Kawah Cikaluwung Putri,2,,,1935,,2,,1,,Historical Observations,,,,,,,,-6.72,106.73,10,1935-02-01,0
344120,Concepcion,11056,Confirmed Eruption,,2,,,1935,,2,,1,,Historical Observations,,1935,,2,,0,,11.538,-85.622,14,1935-02-01,0
353020,Wolf,11685,Confirmed Eruption,,,,,1935,,2,,1,,Historical Observations,,,,,,,,0.02,-91.35,14,1935-02-01,0
313010,Augustine,20269,Confirmed Eruption,,3,,,1935,,3,,13,,Historical Observations,,1935,,8,,18,,59.363,-153.43,5,1935-03-13,0
300260,Klyuchevskoy,19436,Confirmed Eruption,,3,,,1935,,4,,21,,Historical Observations,,1936,,11,>,4,,56.056,160.642,7,1935-04-21,0
284010,Izu-Oshima,18218,Confirmed Eruption,Mihara-yama,0,,,1935,,4,,26,,Historical Observations,,1935,,5,?,6,,34.724,139.394,7,1935-04-26,0
263040,Perbakti-Gagak,15638,Confirmed Eruption,Kawah Cibodas,1,,,1935,,5,,31,30,Historical Observations,,,,,,,,-6.75,106.7,10,1935-05-31,0
263310,Tengger Caldera,15530,Confirmed Eruption,Bromo,2,,,1935,,7,,1,,Historical Observations,,,,,,,,-7.942,112.95,10,1935-07-01,0
357070,Chillàn  Nevados de,11986,Confirmed Eruption,West flank of Volcàn Viejo,2,?,,1935,,7,,2,,Historical Observations,,,,,,,,-36.863,-71.377,3,1935-07-02,0
211060,Etna,13519,Confirmed Eruption,Central Crater  NE Crater,3,,,1935,,7,,7,,Historical Observations,,1941,,1,?,27,,37.734,15.004,9,1935-07-07,0
267020,Karangetang,16511,Confirmed Eruption,,2,,,1935,,8,,31,,Historical Observations,,,,,,,,2.78,125.4,6,1935-08-31,0
257040,Ambrym,15258,Confirmed Eruption,Benbow,2,,,1935,,9,,1,,Historical Observations,,1936,,1,,0,,-16.25,168.12,11,1935-09-01,0
283070,Yakedake,17521,Confirmed Eruption,,2,,,1935,,9,,11,,Historical Observations,,1935,,11,,12,,36.227,137.587,7,1935-09-11,0
282080,Aira,17078,Confirmed Eruption,Minami-dake,1,,,1935,,9,,20,,Historical Observations,,1935,,9,,24,,31.593,130.657,8,1935-09-20,0
332020,Mauna Loa,10220,Confirmed Eruption,NE rift zone (3690 m) and Mokuaweoweo,0,,,1935,,11,,21,,Historical Observations,,1936,,1,,2,,19.475,-155.608,5,1935-11-21,0
264180,Lewotobi,16292,Confirmed Eruption,Lewetobi Perempuan,2,,,1935,,12,,1,,Historical Observations,,1935,,12,>,25,,-8.542,122.775,6,1935-12-01,0
285090,Shiretoko-Iozan,18732,Confirmed Eruption,NW flank,1,,,1935,,12,,1,,Historical Observations,,1936,,10,,0,,44.133,145.161,7,1935-12-01,0
357120,Villarrica,12152,Confirmed Eruption,,1,?,,1935,,12,,1,30,Historical Observations,,1936,,6,,27,,-39.42,-71.93,3,1935-12-01,0
243110,Niuafo'ou,14793,Confirmed Eruption,South flank,2,,,1935,,12,,7,,Historical Observations,,1936,,2,?,0,,-15.6,-175.63,11,1935-12-07,0
390080,Bristol Island,13207,Confirmed Eruption,,2,,,1935,,12,,31,,Historical Observations,,,,,,,,-59.017,-26.533,3,1935-12-31,0
282110,Asosan,17307,Confirmed Eruption,Naka-dake,2,,,1936,,2,,5,,Historical Observations,,1936,,2,,5,,32.884,131.104,8,1936-02-05,0
351080,Galeras,11367,Confirmed Eruption,,2,,,1936,,2,,9,,Historical Observations,,1936,,8,?,27,,1.22,-77.37,14,1936-02-09,0
284140,Farallon de Pajaros,18487,Confirmed Eruption,,2,,,1936,,4,,15,45,Historical Observations,,,,,,,,20.538,144.896,1,1936-04-15,0
285040,Shikotsu,17614,Confirmed Eruption,Tarumai,1,,,1936,,4,,19,,Historical Observations,,1936,,4,,19,,42.688,141.38,7,1936-04-19,0
261170,Kerinci,15508,Confirmed Eruption,,2,,,1936,,4,,29,,Historical Observations,,1936,,4,,29,,-1.697,101.264,10,1936-04-29,0
241100,Ruapehu,14620,Confirmed Eruption,,2,,,1936,,5,?,9,,Historical Observations,,1936,,5,,13,,-39.28,175.57,11,1936-05-09,0
243050,Falcon Island,14742,Confirmed Eruption,,2,,,1936,,6,,1,,Historical Observations,,,,,,,,-20.32,-175.42,11,1936-06-01,0
351110,Chiles-Cerro Negro,11388,Confirmed Eruption,Volcano Uncertain: possibly Reventador,2,,,1936,,7,,17,,Historical Observations,,,,,,,,0.817,-77.938,14,1936-07-17,0
282110,Asosan,17308,Confirmed Eruption,Naka-dake,2,,,1936,,8,,8,,Historical Observations,,1936,,8,,14,,32.884,131.104,8,1936-08-08,0
300240,Tolbachik,19301,Confirmed Eruption,,2,,,1936,,8,<,13,,Historical Observations,,1937,,3,,2,,55.832,160.326,7,1936-08-13,0
263340,Raung,13686,Confirmed Eruption,,2,,,1936,,8,,22,,Historical Observations,,1936,,12,,11,,-8.119,114.056,6,1936-08-22,0
352010,Reventador,11438,Confirmed Eruption,,3,,,1936,,8,,27,,Historical Observations,,,,,,,,-0.077,-77.656,14,1936-08-27,0
261170,Kerinci,15509,Confirmed Eruption,,2,,,1936,,8,,30,,Historical Observations,,1936,,8,,30,,-1.697,101.264,10,1936-08-30,0
251020,Manam,14915,Confirmed Eruption,Main Crater  South Crater,3,,,1936,,9,,1,,Historical Observations,,1939,,0,,0,,-4.08,145.037,11,1936-09-01,0
233020,Fournaise  Piton de la,14333,Confirmed Eruption,Near 1933 crater,0,,,1936,,9,,1,,Historical Observations,,,,,,,,-21.244,55.708,2,1936-09-01,0
262000,Krakatau,15594,Confirmed Eruption,Anak Krakatau,1,,,1936,,10,,13,,Historical Observations,,1936,,11,,0,,-6.102,105.423,10,1936-10-13,0
263040,Perbakti-Gagak,15639,Confirmed Eruption,Cipanas Parabakti,1,,,1936,,10,,26,,Historical Observations,,1936,,10,,28,,-6.75,106.7,10,1936-10-26,0
263350,Ijen,16171,Confirmed Eruption,Kawah Ijen,2,,,1936,,11,,5,,Historical Observations,,1936,,11,,25,,-8.058,114.242,6,1936-11-05,0
